,03RD ST 300,03RD ST 400,GEARY BLVD 1500,GEARY BLVD 1600,LAGUNA ST 1600,POST ST 1600,POST ST 1700,POST ST 1800,WEBSTER ST 1500,WEBSTER ST 1600
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
124,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
130,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
131,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
132,4.0,3.0,2.0,0.0,0.0,5.0,5.0,1.0,0.0,1.0
133,4.0,4.0,3.0,1.0,0.0,10.0,7.0,2.0,0.0,1.0
134,4.0,3.0,4.0,1.0,0.0,12.0,10.0,2.0,0.0,0.0
135,7.0,3.0,4.0,1.0,3.0,12.0,13.0,1.0,1.0,0.0
136,9.0,3.0,4.0,1.0,4.0,14.0,25.0,4.0,4.0,1.0
137,12.0,3.0,4.0,4.0,6.0,14.0,25.0,3.0,5.0,1.0
138,11.0,2.0,4.0,5.0,5.0,14.0,24.0,3.0,11.0,1.0
139,15.0,2.0,4.0,5.0,4.0,13.0,31.0,4.0,11.0,1.0
140,19.0,2.0,5.0,4.0,5.0,19.0,31.0,10.0,11.0,1.0
141,20.0,3.0,6.0,4.0,6.0,16.0,20.0,15.0,15.0,1.0
142,21.0,5.0,5.0,9.0,7.0,17.0,23.0,20.0,15.0,1.0
143,20.0,4.0,6.0,10.0,7.0,13.0,21.0,22.0,12.0,1.0
144,18.0,5.0,12.0,10.0,9.0,16.0,23.0,22.0,13.0,1.0
145,22.0,2.0,14.0,9.0,8.0,13.0,20.0,22.0,11.0,5.0
146,21.0,1.0,17.0,14.0,11.0,16.0,17.0,23.0,8.0,4.0
147,23.0,1.0,16.0,15.0,9.0,21.0,23.0,25.0,13.0,3.0
148,24.0,1.0,15.0,16.0,10.0,26.0,20.0,27.0,13.0,4.0
149,22.0,3.0,12.0,15.0,14.0,23.0,24.0,22.0,11.0,5.0
150,19.0,3.0,14.0,11.0,9.0,22.0,30.0,25.0,10.0,4.0
151,18.0,1.0,10.0,12.0,7.0,24.0,32.0,26.0,9.0,2.0
152,21.0,1.0,9.0,13.0,7.0,29.0,36.0,26.0,12.0,2.0
153,24.0,2.0,11.0,13.0,10.0,20.0,29.0,26.0,16.0,2.0
154,26.0,1.0,11.0,10.0,11.0,24.0,24.0,28.0,16.0,6.0
155,32.0,0.0,10.0,9.0,8.0,23.0,24.0,24.0,10.0,7.0
156,30.0,0.0,10.0,8.0,9.0,16.0,26.0,25.0,13.0,6.0
157,29.0,0.0,8.0,10.0,10.0,17.0,25.0,23.0,14.0,5.0
158,30.0,0.0,11.0,15.0,11.0,20.0,28.0,25.0,16.0,7.0
159,29.0,0.0,11.0,17.0,12.0,25.0,30.0,27.0,17.0,8.0
160,27.0,0.0,11.0,14.0,13.0,30.0,34.0,24.0,14.0,8.0
161,24.0,0.0,12.0,10.0,12.0,24.0,36.0,29.0,9.0,5.0
162,23.0,0.0,12.0,14.0,12.0,18.0,25.0,26.0,8.0,3.0
163,21.0,0.0,10.0,12.0,9.0,30.0,30.0,28.0,10.0,4.0
164,23.0,0.0,10.0,10.0,10.0,32.0,28.0,36.0,11.0,5.0
165,21.0,0.0,8.0,15.0,8.0,24.0,23.0,39.0,13.0,10.0
166,21.0,0.0,9.0,18.0,10.0,26.0,26.0,38.0,11.0,9.0
167,25.0,0.0,6.0,14.0,12.0,22.0,23.0,35.0,12.0,8.0
168,16.0,0.0,7.0,12.0,8.0,11.0,17.0,25.0,7.0,3.0
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
226,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
227,0.0,0.0,5.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0
228,2.0,0.0,5.0,0.0,9.0,8.0,7.0,2.0,1.0,0.0
229,3.0,0.0,5.0,1.0,10.0,10.0,11.0,3.0,2.0,2.0
230,6.0,0.0,5.0,1.0,10.0,9.0,13.0,6.0,3.0,2.0
231,7.0,0.0,4.0,2.0,14.0,10.0,12.0,7.0,4.0,3.0
232,8.0,1.0,4.0,1.0,13.0,10.0,17.0,11.0,5.0,3.0
233,6.0,3.0,5.0,2.0,13.0,13.0,22.0,12.0,4.0,4.0
234,9.0,3.0,10.0,4.0,11.0,15.0,26.0,17.0,7.0,2.0
235,9.0,4.0,13.0,7.0,10.0,10.0,29.0,13.0,7.0,3.0
236,11.0,6.0,15.0,6.0,11.0,16.0,26.0,16.0,5.0,3.0
237,14.0,6.0,14.0,7.0,12.0,20.0,29.0,16.0,8.0,2.0
238,16.0,5.0,14.0,10.0,12.0,24.0,30.0,20.0,8.0,2.0
239,17.0,7.0,15.0,14.0,11.0,29.0,28.0,21.0,8.0,2.0
240,21.0,8.0,19.0,18.0,13.0,31.0,35.0,25.0,10.0,2.0
241,22.0,8.0,22.0,14.0,13.0,35.0,37.0,26.0,13.0,6.0
242,24.0,9.0,22.0,11.0,11.0,28.0,27.0,29.0,15.0,6.0
243,21.0,11.0,22.0,8.0,12.0,24.0,30.0,25.0,18.0,6.0
244,24.0,12.0,21.0,12.0,12.0,18.0,35.0,32.0,18.0,7.0
245,23.0,12.0,16.0,13.0,14.0,22.0,42.0,30.0,18.0,7.0
246,23.0,11.0,14.0,12.0,13.0,19.0,43.0,27.0,14.0,5.0
247,23.0,9.0,14.0,10.0,11.0,15.0,41.0,34.0,10.0,4.0
248,26.0,10.0,11.0,12.0,16.0,12.0,34.0,35.0,9.0,5.0
249,32.0,11.0,12.0,12.0,14.0,17.0,27.0,34.0,10.0,5.0
250,27.0,9.0,12.0,11.0,15.0,17.0,27.0,34.0,13.0,5.0
251,29.0,8.0,8.0,12.0,13.0,21.0,23.0,27.0,14.0,7.0
252,27.0,7.0,8.0,10.0,14.0,20.0,22.0,25.0,20.0,7.0
253,22.0,7.0,8.0,6.0,11.0,20.0,32.0,28.0,16.0,6.0
254,20.0,6.0,8.0,7.0,11.0,19.0,31.0,28.0,16.0,4.0
255,22.0,5.0,7.0,8.0,10.0,18.0,32.0,24.0,12.0,6.0
256,25.0,3.0,7.0,8.0,12.0,22.0,24.0,24.0,15.0,8.0
257,21.0,0.0,9.0,9.0,14.0,22.0,27.0,28.0,15.0,7.0
258,24.0,0.0,10.0,9.0,11.0,23.0,33.0,29.0,14.0,5.0
259,24.0,0.0,8.0,12.0,10.0,17.0,33.0,27.0,14.0,6.0
260,22.0,0.0,9.0,14.0,9.0,17.0,29.0,35.0,10.0,7.0
261,23.0,0.0,10.0,18.0,10.0,20.0,24.0,34.0,14.0,9.0
262,22.0,0.0,11.0,14.0,8.0,27.0,23.0,33.0,12.0,12.0
263,23.0,0.0,12.0,12.0,8.0,20.0,23.0,32.0,12.0,10.0
264,16.0,0.0,9.0,10.0,5.0,9.0,14.0,20.0,7.0,4.0
265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
266,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
322,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
323,0.0,0.0,0.0,2.0,1.0,4.0,4.0,1.0,0.0,0.0
324,1.0,0.0,0.0,2.0,2.0,9.0,11.0,5.0,0.0,0.0
325,4.0,0.0,1.0,2.0,2.0,17.0,11.0,5.0,0.0,0.0
326,5.0,0.0,3.0,2.0,2.0,18.0,11.0,5.0,0.0,0.0
327,8.0,4.0,4.0,4.0,2.0,18.0,16.0,6.0,2.0,0.0
