,01ST ST 200,02ND ST 200,02ND ST 300,BATTERY ST 500,FILLMORE ST 1200,FOLSOM ST 500,HAWTHORNE ST 0,HOWARD ST 500,HOWARD ST 600,JACKSON ST 300,JACKSON ST 400,MARKET ST 0,MONTGOMERY ST 700,OAK ST 0,REDWOOD ST 100,SANSOME ST 600,SPEAR ST 300,TEHAMA ST 100,VAN NESS AVE 0,WASHINGTON ST 400,WASHINGTON ST 500
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
124,5.0,7.0,2.0,2.0,0.0,0.0,4.0,2.0,3.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,6.0
125,6.0,8.0,1.0,2.0,0.0,0.0,4.0,5.0,3.0,0.0,4.0,5.0,2.0,1.0,0.0,2.0,7.0,0.0,0.0,4.0,7.0
126,7.0,8.0,3.0,2.0,0.0,0.0,2.0,5.0,3.0,0.0,4.0,5.0,2.0,2.0,0.0,1.0,8.0,0.0,0.0,5.0,6.0
127,10.0,10.0,5.0,5.0,0.0,0.0,3.0,5.0,3.0,0.0,5.0,5.0,4.0,4.0,0.0,1.0,7.0,0.0,0.0,6.0,7.0
128,6.0,13.0,7.0,5.0,0.0,0.0,3.0,3.0,2.0,1.0,6.0,5.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0,8.0,5.0
129,8.0,10.0,10.0,5.0,4.0,0.0,3.0,2.0,2.0,2.0,8.0,5.0,10.0,14.0,0.0,0.0,5.0,1.0,0.0,9.0,7.0
130,16.0,11.0,8.0,6.0,4.0,1.0,5.0,4.0,4.0,2.0,9.0,5.0,10.0,14.0,4.0,0.0,6.0,2.0,0.0,7.0,7.0
131,20.0,13.0,6.0,5.0,4.0,1.0,6.0,4.0,3.0,2.0,10.0,4.0,9.0,14.0,5.0,2.0,5.0,2.0,1.0,6.0,5.0
132,23.0,12.0,7.0,5.0,4.0,10.0,5.0,5.0,6.0,2.0,12.0,3.0,12.0,16.0,5.0,3.0,5.0,2.0,1.0,7.0,6.0
133,25.0,11.0,9.0,5.0,4.0,10.0,5.0,7.0,4.0,2.0,17.0,2.0,11.0,13.0,6.0,3.0,4.0,1.0,1.0,8.0,6.0
134,26.0,12.0,9.0,5.0,4.0,6.0,5.0,9.0,6.0,2.0,20.0,2.0,11.0,13.0,5.0,3.0,5.0,2.0,0.0,9.0,6.0
135,23.0,12.0,11.0,9.0,5.0,7.0,5.0,12.0,6.0,4.0,20.0,2.0,13.0,13.0,5.0,3.0,7.0,1.0,0.0,11.0,6.0
136,19.0,12.0,21.0,9.0,7.0,12.0,6.0,11.0,6.0,6.0,21.0,2.0,15.0,14.0,5.0,3.0,8.0,1.0,0.0,13.0,6.0
137,22.0,11.0,22.0,8.0,8.0,9.0,6.0,15.0,4.0,5.0,21.0,3.0,12.0,13.0,5.0,3.0,7.0,1.0,0.0,12.0,6.0
138,19.0,19.0,19.0,9.0,8.0,9.0,5.0,18.0,6.0,6.0,19.0,3.0,11.0,17.0,4.0,4.0,4.0,2.0,1.0,17.0,4.0
139,19.0,21.0,20.0,6.0,6.0,12.0,11.0,14.0,6.0,6.0,21.0,2.0,11.0,16.0,4.0,4.0,4.0,2.0,1.0,15.0,5.0
140,22.0,18.0,22.0,7.0,6.0,11.0,11.0,17.0,6.0,5.0,22.0,2.0,10.0,18.0,3.0,4.0,7.0,2.0,1.0,12.0,6.0
141,17.0,14.0,17.0,9.0,4.0,13.0,13.0,15.0,6.0,5.0,26.0,2.0,9.0,15.0,3.0,3.0,6.0,2.0,3.0,14.0,5.0
142,22.0,15.0,19.0,10.0,5.0,13.0,12.0,14.0,5.0,5.0,24.0,1.0,8.0,14.0,3.0,1.0,10.0,2.0,2.0,14.0,7.0
143,23.0,13.0,21.0,9.0,5.0,11.0,9.0,12.0,6.0,6.0,25.0,1.0,8.0,14.0,1.0,1.0,10.0,1.0,0.0,15.0,8.0
144,24.0,12.0,20.0,8.0,6.0,11.0,7.0,12.0,8.0,7.0,23.0,1.0,6.0,15.0,1.0,1.0,12.0,1.0,0.0,16.0,8.0
145,24.0,11.0,17.0,7.0,6.0,11.0,7.0,11.0,5.0,5.0,27.0,1.0,6.0,17.0,1.0,1.0,10.0,1.0,0.0,18.0,8.0
146,21.0,10.0,23.0,7.0,6.0,9.0,8.0,13.0,4.0,5.0,24.0,0.0,6.0,15.0,1.0,2.0,11.0,1.0,0.0,13.0,5.0
147,17.0,10.0,21.0,9.0,5.0,10.0,5.0,13.0,4.0,5.0,23.0,0.0,5.0,16.0,2.0,3.0,11.0,1.0,0.0,14.0,5.0
148,16.0,10.0,16.0,6.0,5.0,16.0,5.0,14.0,5.0,5.0,22.0,0.0,5.0,17.0,2.0,3.0,12.0,1.0,1.0,13.0,4.0
149,17.0,12.0,17.0,7.0,3.0,13.0,6.0,14.0,6.0,5.0,25.0,0.0,6.0,18.0,3.0,3.0,12.0,1.0,1.0,16.0,6.0
150,13.0,11.0,15.0,4.0,6.0,9.0,6.0,13.0,8.0,8.0,22.0,0.0,7.0,17.0,1.0,3.0,14.0,2.0,1.0,17.0,5.0
151,16.0,11.0,15.0,5.0,9.0,9.0,6.0,15.0,9.0,7.0,20.0,0.0,6.0,16.0,1.0,2.0,11.0,1.0,1.0,18.0,3.0
152,15.0,12.0,15.0,6.0,7.0,13.0,6.0,14.0,7.0,6.0,20.0,0.0,6.0,16.0,1.0,2.0,12.0,1.0,1.0,13.0,5.0
153,19.0,12.0,10.0,6.0,7.0,11.0,9.0,18.0,7.0,5.0,18.0,0.0,6.0,16.0,3.0,2.0,9.0,2.0,0.0,13.0,6.0
154,18.0,10.0,11.0,6.0,4.0,10.0,10.0,14.0,9.0,4.0,18.0,0.0,7.0,14.0,3.0,1.0,8.0,2.0,0.0,16.0,5.0
155,16.0,11.0,13.0,7.0,9.0,8.0,4.0,15.0,10.0,6.0,24.0,0.0,6.0,16.0,3.0,1.0,8.0,0.0,0.0,16.0,4.0
156,12.0,13.0,14.0,7.0,9.0,8.0,7.0,14.0,8.0,7.0,23.0,0.0,3.0,17.0,3.0,1.0,8.0,0.0,0.0,14.0,3.0
