,01ST ST 300,02ND ST 400,03RD ST 800,05TH ST 500,AVERY ST 0,HARRISON ST 500,HAYES ST 100,MCALLISTER ST 400,MCALLISTER ST 500,MISSION ST 200
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
124,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
125,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
127,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
128,4.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
129,6.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,1.0,0.0
130,5.0,1.0,0.0,6.0,1.0,2.0,0.0,7.0,1.0,0.0
131,6.0,3.0,0.0,7.0,2.0,3.0,0.0,7.0,1.0,0.0
132,14.0,4.0,0.0,13.0,3.0,9.0,1.0,6.0,1.0,0.0
133,25.0,5.0,0.0,13.0,4.0,8.0,2.0,8.0,5.0,0.0
134,26.0,7.0,0.0,10.0,3.0,9.0,3.0,10.0,8.0,0.0
135,21.0,13.0,0.0,10.0,2.0,12.0,4.0,12.0,15.0,0.0
136,23.0,14.0,0.0,7.0,3.0,15.0,4.0,12.0,17.0,0.0
137,29.0,15.0,0.0,8.0,6.0,15.0,5.0,11.0,16.0,0.0
138,31.0,16.0,0.0,13.0,4.0,22.0,5.0,12.0,14.0,0.0
139,35.0,19.0,1.0,19.0,2.0,19.0,8.0,10.0,18.0,0.0
140,37.0,18.0,2.0,25.0,2.0,18.0,8.0,13.0,23.0,0.0
141,35.0,23.0,3.0,26.0,3.0,24.0,7.0,12.0,19.0,0.0
142,36.0,24.0,2.0,27.0,4.0,27.0,8.0,14.0,20.0,0.0
143,36.0,24.0,1.0,25.0,2.0,24.0,8.0,15.0,22.0,1.0
144,31.0,26.0,0.0,17.0,2.0,30.0,7.0,12.0,18.0,1.0
145,33.0,30.0,0.0,16.0,2.0,25.0,9.0,8.0,13.0,0.0
146,26.0,31.0,0.0,12.0,3.0,23.0,9.0,11.0,12.0,0.0
147,21.0,34.0,0.0,11.0,4.0,24.0,9.0,16.0,14.0,0.0
148,22.0,32.0,0.0,10.0,4.0,22.0,8.0,15.0,13.0,0.0
149,20.0,26.0,0.0,11.0,3.0,16.0,9.0,13.0,21.0,0.0
150,23.0,22.0,0.0,6.0,1.0,13.0,7.0,10.0,20.0,0.0
151,22.0,24.0,0.0,4.0,3.0,13.0,9.0,11.0,15.0,0.0
152,21.0,22.0,0.0,5.0,3.0,15.0,9.0,10.0,9.0,1.0
153,22.0,20.0,0.0,5.0,2.0,16.0,8.0,11.0,8.0,2.0
154,21.0,21.0,0.0,8.0,1.0,16.0,7.0,12.0,6.0,3.0
155,17.0,26.0,0.0,9.0,0.0,13.0,8.0,12.0,7.0,3.0
156,13.0,25.0,0.0,5.0,1.0,11.0,7.0,9.0,7.0,2.0
157,8.0,24.0,0.0,6.0,1.0,7.0,6.0,0.0,5.0,3.0
158,10.0,28.0,0.0,6.0,1.0,6.0,6.0,0.0,8.0,1.0
159,9.0,25.0,0.0,7.0,1.0,6.0,4.0,0.0,5.0,2.0
160,9.0,20.0,0.0,5.0,4.0,6.0,3.0,0.0,5.0,2.0
161,10.0,16.0,0.0,2.0,5.0,6.0,0.0,0.0,4.0,2.0
162,11.0,15.0,0.0,3.0,3.0,6.0,0.0,0.0,4.0,0.0
163,12.0,16.0,0.0,3.0,1.0,6.0,0.0,0.0,3.0,0.0
164,10.0,15.0,0.0,3.0,1.0,6.0,0.0,0.0,2.0,0.0
165,12.0,12.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0
166,17.0,13.0,0.0,3.0,0.0,3.0,0.0,0.0,7.0,1.0
167,19.0,14.0,0.0,6.0,1.0,4.0,0.0,0.0,7.0,1.0
168,9.0,12.0,0.0,6.0,1.0,3.0,0.0,0.0,6.0,0.0
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
218,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0
223,1.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,1.0,0.0
224,0.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,1.0,0.0
225,5.0,0.0,0.0,10.0,0.0,1.0,0.0,4.0,2.0,0.0
226,9.0,0.0,0.0,6.0,0.0,7.0,0.0,10.0,3.0,0.0
227,16.0,5.0,0.0,5.0,2.0,9.0,2.0,12.0,5.0,0.0
228,25.0,5.0,0.0,9.0,5.0,11.0,1.0,14.0,5.0,0.0
229,27.0,8.0,0.0,13.0,4.0,14.0,3.0,14.0,5.0,0.0
230,24.0,9.0,0.0,13.0,5.0,16.0,3.0,11.0,9.0,0.0
231,21.0,11.0,0.0,17.0,5.0,19.0,3.0,13.0,15.0,1.0
232,28.0,12.0,0.0,18.0,2.0,17.0,4.0,12.0,13.0,1.0
233,24.0,14.0,0.0,14.0,2.0,16.0,4.0,11.0,13.0,0.0
234,24.0,17.0,0.0,16.0,2.0,19.0,4.0,14.0,10.0,0.0
235,33.0,18.0,0.0,13.0,2.0,17.0,3.0,18.0,9.0,1.0
236,30.0,21.0,0.0,12.0,3.0,16.0,4.0,17.0,9.0,1.0
237,28.0,21.0,1.0,10.0,2.0,12.0,6.0,15.0,8.0,1.0
238,28.0,19.0,1.0,12.0,2.0,13.0,8.0,18.0,9.0,2.0
239,29.0,20.0,0.0,12.0,3.0,17.0,7.0,16.0,12.0,1.0
240,27.0,23.0,0.0,12.0,4.0,20.0,7.0,18.0,15.0,0.0
241,24.0,25.0,0.0,10.0,3.0,17.0,9.0,17.0,13.0,1.0
242,23.0,24.0,0.0,10.0,5.0,19.0,8.0,16.0,16.0,1.0
243,20.0,25.0,0.0,9.0,4.0,15.0,9.0,16.0,18.0,1.0
244,16.0,27.0,0.0,11.0,4.0,15.0,9.0,14.0,15.0,1.0
245,16.0,24.0,0.0,10.0,3.0,12.0,9.0,14.0,9.0,1.0
246,15.0,24.0,0.0,8.0,1.0,13.0,6.0,13.0,15.0,1.0
247,12.0,23.0,0.0,7.0,1.0,15.0,6.0,15.0,16.0,1.0
248,10.0,22.0,0.0,7.0,0.0,14.0,9.0,16.0,17.0,0.0
249,9.0,20.0,0.0,6.0,0.0,12.0,8.0,14.0,15.0,0.0
250,10.0,19.0,0.0,6.0,1.0,10.0,9.0,18.0,9.0,0.0
251,12.0,18.0,0.0,8.0,1.0,10.0,7.0,16.0,9.0,0.0
252,12.0,17.0,1.0,9.0,0.0,8.0,6.0,7.0,9.0,1.0
253,19.0,17.0,1.0,9.0,1.0,6.0,5.0,0.0,6.0,1.0
254,22.0,16.0,1.0,9.0,1.0,6.0,5.0,0.0,6.0,0.0
255,17.0,14.0,1.0,8.0,0.0,6.0,3.0,0.0,4.0,0.0
256,13.0,16.0,1.0,8.0,3.0,7.0,3.0,0.0,3.0,1.0
257,15.0,8.0,0.0,5.0,3.0,7.0,0.0,0.0,7.0,0.0
258,15.0,9.0,0.0,4.0,1.0,7.0,0.0,0.0,3.0,0.0
259,13.0,11.0,0.0,4.0,2.0,8.0,0.0,0.0,5.0,0.0
260,14.0,10.0,0.0,3.0,1.0,8.0,0.0,0.0,7.0,0.0
261,11.0,9.0,0.0,3.0,1.0,8.0,0.0,0.0,10.0,0.0
262,15.0,10.0,0.0,4.0,0.0,7.0,0.0,0.0,8.0,0.0
263,15.0,9.0,0.0,4.0,0.0,7.0,0.0,0.0,10.0,0.0
264,12.0,8.0,0.0,3.0,0.0,4.0,0.0,0.0,8.0,0.0
265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
315,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
316,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
317,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0
318,0.0,0.0,0.0,4.0,0.0,1.0,0.0,6.0,0.0,0.0
319,2.0,0.0,0.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0
320,4.0,2.0,0.0,4.0,0.0,1.0,0.0,9.0,0.0,0.0
321,10.0,2.0,0.0,2.0,0.0,3.0,0.0,11.0,2.0,1.0
322,15.0,3.0,0.0,4.0,0.0,5.0,0.0,10.0,3.0,1.0
323,22.0,4.0,0.0,7.0,3.0,6.0,1.0,14.0,6.0,0.0
324,32.0,3.0,0.0,16.0,3.0,8.0,0.0,16.0,9.0,0.0
325,29.0,4.0,0.0,13.0,3.0,10.0,0.0,15.0,11.0,0.0
326,40.0,13.0,0.0,13.0,3.0,11.0,3.0,20.0,12.0,0.0
327,42.0,18.0,0.0,15.0,4.0,14.0,3.0,17.0,12.0,0.0
